step,perf/throughput,critic/vf_loss,actor/pg_loss,perf/max_memory_allocated_gb,critic/rewards/mean,critic/rewards/max,critic/rewards/min,timing_s/start_profile,timing_s/generate_sequences,timing_s/generation_timing/max,timing_s/generation_timing/min,timing_s/generation_timing/topk_ratio,timing_s/gen,timing_s/reward,timing_s/old_log_prob,timing_s/values,timing_s/adv,timing_s/update_critic,timing_s/update_actor,timing_s/step,timing_s/stop_profile,timing_s/testing,timing_s/save_checkpoint
1,2763.097770,0.341855,0.000507,32.831858,0.000000,0.000000,0.000000,0.000268,2.759224,2.763260,2.755188,0.500000,4.201706,0.036250,0.636163,1.239396,0.066431,2.246697,1.133586,9.589961,0.000072,,
2,2644.642228,0.297517,0.004362,32.831858,0.007812,1.000000,0.000000,0.000058,2.683914,2.698749,2.669080,0.500000,4.543671,0.032985,0.349442,1.237003,0.063466,2.188137,1.126427,9.567835,0.000060,,
3,2558.254113,0.178301,0.003072,32.831858,0.007812,1.000000,0.000000,0.000062,2.662506,2.696873,2.628140,0.500000,4.692244,0.032804,0.342696,1.242067,0.057993,2.202774,1.133645,9.730269,0.000077,,
4,2680.213738,0.210497,0.000278,32.831858,0.015625,1.000000,0.000000,0.000059,2.707135,2.722913,2.691358,0.500000,4.573677,0.033578,0.354401,1.239070,0.057221,2.200014,1.133755,9.617890,0.000069,,
5,2574.007750,0.115394,0.001704,32.831858,0.023438,1.000000,0.000000,0.000077,2.668813,2.699163,2.638464,0.500000,4.633761,0.037136,0.342627,1.238818,0.084352,2.190185,1.143228,9.714229,0.000071,,
6,2776.121480,0.099241,-0.002601,33.350192,0.007812,1.000000,0.000000,0.000064,2.766783,2.796052,2.737513,0.500000,4.614240,0.045714,0.362466,1.240080,0.064634,2.186546,1.150570,9.708509,0.000056,,
7,2612.258898,0.147496,-0.004145,33.350192,0.023438,1.000000,0.000000,0.000056,2.653670,2.656965,2.650375,0.500000,4.510998,0.033199,0.341021,1.236763,0.058197,2.185502,1.128605,9.521453,0.000057,,
8,2704.771127,0.092145,-0.005856,33.350192,0.015625,1.000000,0.000000,0.000064,2.701705,2.727015,2.676394,0.500000,4.546287,0.035435,0.355716,1.243016,0.058802,2.197906,1.152506,9.615971,0.000056,,
9,2631.040072,0.053924,-0.002374,33.350192,0.023438,1.000000,0.000000,0.000069,2.686362,2.731844,2.640880,0.500000,4.599879,0.033124,0.346348,1.240245,0.057694,2.183066,1.126145,9.612738,0.000062,,
10,2707.685345,0.045531,0.003222,33.350192,0.000000,0.000000,0.000000,0.000050,2.711832,2.728072,2.695590,0.500000,4.566842,0.033902,0.352313,1.238369,0.058206,2.184821,1.149896,9.613562,0.000059,,
11,2534.565475,0.025728,-0.000339,33.350192,0.007812,1.000000,0.000000,0.000054,2.607608,2.641486,2.573729,0.500000,4.502122,0.032159,0.335031,1.241440,0.057465,2.185436,1.122860,9.503207,0.000051,,
12,2585.875474,0.039295,-0.001629,33.350192,0.031250,1.000000,0.000000,0.000053,2.640071,2.690587,2.589555,0.500000,4.575703,0.032899,0.333100,1.238661,0.057783,2.188703,1.117705,9.572000,0.000054,,
13,2643.500276,0.021941,-0.000107,33.350192,0.023438,1.000000,0.000000,0.000059,2.674156,2.702511,2.645801,0.500000,4.542432,0.032684,0.346431,1.238265,0.057499,2.188270,1.136734,9.568374,0.000052,,
14,2658.270549,0.062772,-0.002696,33.350192,0.023438,1.000000,0.000000,0.000066,2.722792,2.736844,2.708740,0.500000,4.665969,0.033143,0.347756,1.241142,0.057700,2.194152,1.127939,9.693897,0.000058,,
15,2693.308271,0.019054,-0.008540,33.350192,0.015625,1.000000,0.000000,0.000048,2.731627,2.764912,2.698342,0.500000,4.617387,0.032907,0.349660,1.243707,0.057243,2.189918,1.136640,9.653370,0.000059,,
16,2696.465430,0.083966,0.004735,33.350192,0.007812,1.000000,0.000000,0.000070,2.712498,2.758985,2.666012,0.500000,4.597424,0.033088,0.352225,1.236311,0.057932,2.186858,1.150482,9.640027,0.000058,,
17,2722.725384,0.037666,0.004161,33.350192,0.007812,1.000000,0.000000,0.000067,2.732549,2.738004,2.727093,0.500000,4.567569,0.033237,0.352129,1.234796,0.057799,2.185919,1.142317,9.600124,0.000052,,
18,2658.227678,0.012482,0.007423,33.350192,0.031250,1.000000,0.000000,0.000060,2.697238,2.707706,2.686770,0.500000,4.559693,0.032986,0.345878,1.239215,0.057077,2.186181,1.126776,9.573484,0.000059,,
19,2537.861173,0.033606,0.007429,33.350192,0.015625,1.000000,0.000000,0.000052,2.622711,2.660048,2.585373,0.500000,4.482375,0.032187,0.355469,1.234111,0.057817,2.187768,1.115082,9.492048,0.000054,,
20,2634.487530,0.011050,0.002537,33.350192,0.031250,1.000000,0.000000,0.000054,2.676108,2.686807,2.665409,0.500000,4.500998,0.032832,0.344631,1.237904,0.057089,2.188617,1.134807,9.522725,0.000052,21.499653,
21,2870.368960,0.010434,0.001504,33.350192,0.015625,1.000000,0.000000,0.000048,2.745982,2.769274,2.722690,0.500000,4.079018,0.033592,0.359941,1.243629,0.061753,2.188729,1.170133,9.163979,0.000051,,
22,2680.394075,0.008162,0.000299,33.350192,0.015625,1.000000,0.000000,0.000067,2.732535,2.784703,2.680366,0.500000,4.652765,0.033142,0.350830,1.240382,0.058078,2.186897,1.139632,9.688128,0.000057,,
23,2613.065678,0.006744,0.002142,33.350192,0.031250,1.000000,0.000000,0.000059,2.675899,2.721219,2.630579,0.500000,4.550997,0.037480,0.343549,1.244622,0.085247,2.183971,1.123535,9.612847,0.000071,,
24,2753.958262,0.006976,-0.001384,33.350192,0.039062,1.000000,0.000000,0.000069,2.739865,2.753146,2.726585,0.500000,4.581286,0.033296,0.354718,1.241201,0.061046,2.189459,1.110004,9.597640,0.000058,,
25,2603.435044,0.004178,0.003988,33.350192,0.031250,1.000000,0.000000,0.000076,2.649264,2.709665,2.588864,0.500000,4.532471,0.037225,0.342228,1.243424,0.083353,2.151326,1.077653,9.511088,0.000053,,
26,2802.179129,0.003503,-0.006306,33.408323,0.039062,1.000000,0.000000,0.000053,2.762989,2.784611,2.741366,0.500000,4.604902,0.033513,0.359902,1.241601,0.057132,2.152737,1.122613,9.598780,0.000059,,
27,2678.498314,0.003839,-0.004182,33.408323,0.039062,1.000000,0.000000,0.000065,2.695489,2.726882,2.664097,0.500000,4.557008,0.032564,0.346463,1.243363,0.058010,2.154378,1.096689,9.515406,0.000072,,
28,2644.993095,0.002940,-0.002756,33.408323,0.046875,1.000000,0.000000,0.000065,2.689001,2.733443,2.644560,0.500000,4.555424,0.037605,0.348117,1.237752,0.094108,2.187270,1.136237,9.640479,0.000096,,
29,2858.636584,0.006363,-0.000217,33.638472,0.039062,1.000000,0.000000,0.000065,2.822495,2.829647,2.815343,0.500000,4.660515,0.041923,0.372239,1.242876,0.088336,2.189944,1.177936,9.819191,0.000052,,
30,2760.893361,0.006797,0.002652,33.638472,0.085938,1.000000,0.000000,0.000065,2.767985,2.777034,2.758936,0.500000,4.618778,0.037312,0.365246,1.237603,0.056870,2.189963,1.145656,9.678027,0.000056,,
31,2815.868040,0.002571,-0.004032,33.638472,0.054688,1.000000,0.000000,0.000063,2.787528,2.808246,2.766809,0.500000,4.644798,0.033552,0.361196,1.237400,0.057457,2.190892,1.160079,9.712636,0.000051,,
32,2864.156561,0.017128,-0.008534,33.638472,0.148438,1.000000,0.000000,0.000077,2.834345,2.862474,2.806216,0.500000,4.692990,0.039557,0.368031,1.237259,0.084914,2.163716,1.145129,9.776176,0.000060,,
33,2912.029095,0.020347,-0.006862,33.638472,0.085938,1.000000,0.000000,0.000071,2.857260,2.903166,2.811355,0.500000,4.731758,0.039345,0.376935,1.236733,0.058690,2.154119,1.172888,9.813432,0.000106,,
34,2839.203324,0.011648,-0.011761,33.638472,0.062500,1.000000,0.000000,0.000058,2.826460,2.846295,2.806626,0.500000,4.686626,0.034129,0.365921,1.237574,0.084033,2.153632,1.145157,9.733012,0.000086,,
35,2715.906837,0.003798,-0.001064,33.638472,0.085938,1.000000,0.000000,0.000055,2.726724,2.771431,2.682017,0.500000,4.607747,0.033250,0.350670,1.238696,0.057573,2.152185,1.103536,9.569548,0.000051,,
36,2868.166458,0.009279,-0.001726,33.708658,0.070312,1.000000,0.000000,0.000062,2.834782,2.917015,2.752548,0.500000,4.743606,0.039645,0.369556,1.236360,0.058107,2.157045,1.165594,9.812715,0.000052,,
37,2830.005314,0.016170,-0.015186,33.737718,0.164062,1.000000,0.000000,0.000068,2.794321,2.880091,2.708551,0.500000,4.695468,0.034110,0.364088,1.238107,0.057819,2.152324,1.138136,9.706342,0.000068,,
38,2769.562244,0.014484,-0.008592,33.737718,0.171875,1.000000,0.000000,0.000063,2.761522,2.771909,2.751135,0.500000,4.615833,0.033665,0.356610,1.238399,0.057072,2.150333,1.121977,9.599893,0.000052,,
39,2807.835104,0.006965,-0.009850,33.737718,0.179688,1.000000,0.000000,0.000054,2.780437,2.815310,2.745564,0.500000,4.644615,0.033436,0.357548,1.236756,0.057139,2.151656,1.119474,9.626812,0.000052,,
40,2808.251909,0.006750,-0.014786,33.737718,0.140625,1.000000,0.000000,0.000059,2.791166,2.814200,2.768132,0.500000,4.642145,0.033982,0.367766,1.236676,0.084595,2.152919,1.126900,9.670607,0.000052,21.763302,
41,3006.199534,0.013137,-0.010951,33.737718,0.195312,1.000000,0.000000,0.000066,2.828366,2.894397,2.762336,0.500000,4.185383,0.034549,0.369577,1.239316,0.061674,2.160341,1.137848,9.215789,0.000051,,
42,2775.259174,0.010943,-0.011925,33.737718,0.179688,1.000000,0.000000,0.000058,2.759725,2.767714,2.751735,0.500000,4.606561,0.033693,0.356954,1.238979,0.056986,2.152234,1.119687,9.591897,0.000051,,
43,2887.741632,0.005289,-0.012078,33.737718,0.187500,1.000000,0.000000,0.000082,2.833283,2.836505,2.830060,0.500000,4.672801,0.034221,0.368661,1.241392,0.056611,2.156128,1.151326,9.707759,0.000075,,
44,2837.110496,0.012292,-0.013589,33.737718,0.250000,1.000000,0.000000,0.000047,2.798039,2.831075,2.765003,0.500000,4.664339,0.033601,0.367414,1.240551,0.057497,2.152722,1.133862,9.676218,0.000050,,
45,2809.776832,0.019322,-0.006776,33.737718,0.257812,1.000000,0.000000,0.000066,2.789684,2.791952,2.787416,0.500000,4.644704,0.037843,0.362423,1.242961,0.057628,2.158646,1.127473,9.658062,0.000061,,
46,2922.674232,0.015742,-0.015422,33.737718,0.179688,1.000000,0.000000,0.000045,2.861813,2.876238,2.847388,0.500000,4.728949,0.040347,0.386842,1.244275,0.056724,2.157688,1.170025,9.829012,0.000080,,
47,2870.689894,0.005749,-0.010576,33.737718,0.250000,1.000000,0.000000,0.000041,2.842398,2.937523,2.747273,0.500000,4.767566,0.039990,0.371852,1.244213,0.083999,2.156332,1.155540,9.864528,0.000054,,
48,2865.943738,0.007331,-0.011538,33.737718,0.320312,1.000000,0.000000,0.000052,2.818706,2.823591,2.813821,0.500000,4.662621,0.039571,0.365443,1.239447,0.057232,2.158150,1.133644,9.700121,0.000066,,
49,2803.460157,0.006411,-0.013669,33.737718,0.289062,1.000000,0.000000,0.000071,2.788512,2.828880,2.748143,0.500000,4.654206,0.042269,0.364502,1.239182,0.088347,2.153382,1.140911,9.734577,0.000078,,
50,2781.374535,0.006573,-0.012780,33.737718,0.312500,1.000000,0.000000,0.000061,2.788488,2.835054,2.741923,0.500000,4.683336,0.039716,0.358766,1.241708,0.090112,2.165266,1.130047,9.753091,0.000080,,
51,2881.262464,0.007551,-0.010183,33.737718,0.328125,1.000000,0.000000,0.000046,2.826834,2.863304,2.790364,0.500000,4.691150,0.040000,0.367538,1.240781,0.085816,2.158284,1.141504,9.769155,0.000051,,
52,2796.151496,0.007112,-0.017504,33.737718,0.375000,1.000000,0.000000,0.000040,2.782941,2.807165,2.758717,0.500000,4.656682,0.034045,0.362363,1.243748,0.057324,2.155062,1.120875,9.655950,0.000055,,
53,2799.692229,0.006129,-0.014357,33.737718,0.328125,1.000000,0.000000,0.000080,2.785193,2.812318,2.758068,0.500000,4.657061,0.039680,0.363354,1.241218,0.083834,2.156763,1.122531,9.708924,0.000057,,
54,2827.720708,0.006397,-0.009519,33.737718,0.320312,1.000000,0.000000,0.000054,2.820933,2.830392,2.811473,0.500000,4.691163,0.040012,0.366542,1.243061,0.085472,2.155265,1.141456,9.766700,0.000058,,
55,2784.070660,0.007554,-0.012727,33.737718,0.312500,1.000000,0.000000,0.000058,2.788418,2.805051,2.771786,0.500000,4.689271,0.033363,0.363095,1.241645,0.057804,2.159149,1.124195,9.694977,0.000091,,
56,2845.449982,0.007110,-0.013160,33.737718,0.390625,1.000000,0.000000,0.000041,2.808156,2.823942,2.792371,0.500000,4.687645,0.039544,0.366380,1.244727,0.083767,2.159669,1.130383,9.756278,0.000054,,
57,2695.229720,0.006210,-0.009993,33.737718,0.312500,1.000000,0.000000,0.000060,2.732861,2.803246,2.662476,0.500000,4.637745,0.038158,0.350373,1.244545,0.084161,2.152413,1.122026,9.673572,0.000058,,
58,2659.280987,0.007528,-0.009100,33.737718,0.437500,1.000000,0.000000,0.000040,2.702599,2.762119,2.643079,0.500000,4.598584,0.038049,0.341418,1.240920,0.083125,2.155481,1.079011,9.580973,0.000072,,
59,2790.006337,0.007018,-0.012160,33.737718,0.320312,1.000000,0.000000,0.000253,2.789103,2.813448,2.764758,0.500000,4.731406,0.034841,0.379991,1.245348,0.065846,2.157240,1.132286,9.775963,0.000064,,
60,2789.495060,0.006642,-0.013918,33.737718,0.304688,1.000000,0.000000,0.000061,2.781733,2.785564,2.777901,0.500000,4.721180,0.034082,0.362005,1.244205,0.060442,2.161586,1.135672,9.746567,0.000054,21.470777,
61,2857.991570,0.006328,-0.007923,33.737718,0.367188,1.000000,0.000000,0.000054,2.734564,2.768794,2.700334,0.500000,4.096426,0.032990,0.354041,1.242217,0.061338,2.160080,1.099145,9.073855,0.000052,,
62,2736.410413,0.006600,-0.012483,33.737718,0.406250,1.000000,0.000000,0.000055,2.720321,2.744810,2.695832,0.500000,4.561924,0.033045,0.349025,1.243009,0.059032,2.154676,1.096005,9.523608,0.000053,,
63,2752.013306,0.006621,-0.013552,33.737718,0.390625,1.000000,0.000000,0.000055,2.762390,2.850327,2.674453,0.500000,4.677417,0.034133,0.356421,1.242153,0.057602,2.158385,1.143260,9.696356,0.000057,,
64,2807.633073,0.006533,-0.009886,33.737718,0.359375,1.000000,0.000000,0.000054,2.805145,2.830133,2.780158,0.500000,4.742267,0.033944,0.365756,1.242337,0.057958,2.158660,1.134320,9.761425,0.000052,,
65,2723.826996,0.006773,-0.011542,33.737718,0.375000,1.000000,0.000000,0.000064,2.725535,2.750208,2.700862,0.500000,4.603202,0.033469,0.351022,1.242471,0.057980,2.156829,1.101146,9.572377,0.000058,,
66,2710.873573,0.007536,-0.015945,33.737718,0.453125,1.000000,0.000000,0.000062,2.714029,2.796303,2.631755,0.500000,4.625695,0.033011,0.349366,1.244515,0.057901,2.159994,1.098031,9.594878,0.000057,,
67,2736.766548,0.005801,-0.018218,33.737718,0.476562,1.000000,0.000000,0.000065,2.726518,2.741419,2.711617,0.500000,4.580428,0.032938,0.350269,1.238941,0.057341,2.151560,1.107092,9.545754,0.000051,,
68,2666.405249,0.006768,-0.005995,33.737718,0.414062,1.000000,0.000000,0.000067,2.692081,2.721611,2.662551,0.500000,4.564463,0.032686,0.384610,1.237172,0.058794,2.151021,1.084524,9.539060,0.000056,,
69,2680.175719,0.008192,-0.008591,33.737718,0.484375,1.000000,0.000000,0.000071,2.687513,2.748538,2.626488,0.500000,4.572162,0.032748,0.342863,1.241377,0.057032,2.153221,1.081300,9.507399,0.000074,,
70,2704.204475,0.006794,-0.017127,33.737718,0.460938,1.000000,0.000000,0.000071,2.705899,2.706266,2.705531,0.500000,4.545087,0.032505,0.347605,1.241311,0.057393,2.150351,1.123292,9.523688,0.000052,,
71,2622.431874,0.006714,-0.009195,33.737718,0.523438,1.000000,0.000000,0.000056,2.674974,2.687933,2.662015,0.500000,4.529736,0.032858,0.337074,1.240298,0.057277,2.234648,1.120593,9.578895,0.000068,,
72,2629.102348,0.006794,-0.007190,33.737718,0.492188,1.000000,0.000000,0.000052,2.663612,2.672912,2.654311,0.500000,4.490574,0.032310,0.336711,1.241194,0.057041,2.185805,1.122257,9.492213,0.000053,,
73,2732.858808,0.008003,-0.009411,33.737718,0.476562,1.000000,0.000000,0.000058,2.732366,2.777565,2.687167,0.500000,4.613937,0.032958,0.352534,1.239316,0.057445,2.188259,1.130388,9.640820,0.000051,,
74,2697.392275,0.006768,-0.006282,33.737718,0.460938,1.000000,0.000000,0.000051,2.715533,2.748216,2.682851,0.500000,4.587377,0.032807,0.348416,1.249805,0.061242,2.194890,1.132474,9.633934,0.000066,,
75,2551.023616,0.007629,-0.003061,33.737718,0.390625,1.000000,0.000000,0.000070,2.569627,2.627648,2.511606,0.500000,4.449540,0.032349,0.324914,1.246398,0.057469,2.184614,1.100199,9.422492,0.000052,,
76,2719.069105,0.006992,-0.011189,33.737718,0.468750,1.000000,0.000000,0.000063,2.709740,2.770296,2.649185,0.500000,4.584148,0.033199,0.350718,1.242771,0.057802,2.185794,1.141186,9.622227,0.000051,,
77,2634.123402,0.007094,-0.008278,33.737718,0.515625,1.000000,0.000000,0.000057,2.653422,2.684822,2.622023,0.500000,4.502508,0.032393,0.330441,1.239026,0.057015,2.185969,1.106328,9.480573,0.000052,,
78,2624.993089,0.006378,-0.011661,33.737718,0.562500,1.000000,0.000000,0.000055,2.650219,2.678839,2.621600,0.500000,4.486381,0.032369,0.331330,1.240287,0.056911,2.187264,1.111505,9.472787,0.000058,,
79,2523.708016,0.006850,-0.012542,33.737718,0.546875,1.000000,0.000000,0.000051,2.607426,2.646263,2.568588,0.500000,4.469143,0.031844,0.326046,1.236486,0.057291,2.184503,1.104560,9.435917,0.000053,,
80,2671.561966,0.006874,-0.011189,33.737718,0.492188,1.000000,0.000000,0.000054,2.676527,2.725925,2.627128,0.500000,4.551127,0.032640,0.339948,1.239909,0.057105,2.189096,1.116537,9.553026,0.000071,21.032671,
81,2800.166033,0.005928,-0.007431,33.737718,0.414062,1.000000,0.000000,0.000117,2.697884,2.747561,2.648207,0.500000,4.055259,0.032479,0.346433,1.242815,0.060473,2.187723,1.128437,9.081604,0.000049,,
82,2642.944045,0.006600,-0.010465,33.737718,0.476562,1.000000,0.000000,0.000048,2.676149,2.681893,2.670406,0.500000,4.523578,0.032686,0.340325,1.238581,0.057925,2.187042,1.133990,9.542200,0.000060,,
83,2703.630943,0.006302,-0.001810,33.737718,0.390625,1.000000,0.000000,0.000071,2.711778,2.721364,2.702193,0.500000,4.569053,0.033165,0.352252,1.243739,0.058307,2.189570,1.168450,9.642588,0.000051,,
84,2619.019631,0.006839,-0.005643,33.737718,0.531250,1.000000,0.000000,0.000106,2.650982,2.678649,2.623315,0.500000,4.508998,0.032840,0.332089,1.241032,0.057741,2.188624,1.112668,9.501265,0.000053,,
85,2601.049127,0.007033,-0.005853,33.737718,0.476562,1.000000,0.000000,0.000065,2.646511,2.736248,2.556775,0.500000,4.563661,0.032800,0.332014,1.242567,0.057936,2.188983,1.112922,9.558066,0.000049,,
86,2596.977333,0.006182,-0.010170,33.737718,0.539062,1.000000,0.000000,0.000071,2.640244,2.641636,2.638853,0.500000,4.482012,0.035475,0.337570,1.238212,0.085795,2.199279,1.114453,9.519721,0.000084,,
87,2695.014394,0.007483,-0.006316,33.737718,0.445312,1.000000,0.000000,0.000065,2.691409,2.727613,2.655205,0.500000,4.555821,0.033703,0.352154,1.241916,0.060804,2.193945,1.123795,9.589188,0.000051,,
88,2680.534613,0.007055,-0.005018,33.737718,0.484375,1.000000,0.000000,0.000056,2.687341,2.696527,2.678156,0.500000,4.530910,0.033661,0.341201,1.238338,0.058897,2.191216,1.123076,9.544365,0.000057,,
89,2619.952927,0.009247,-0.001703,33.737718,0.515625,1.000000,0.000000,0.000064,2.604992,2.673280,2.536705,0.500000,4.496938,0.032075,0.330552,1.239908,0.057916,2.184338,1.102957,9.471544,0.000058,,
90,2622.886027,0.010520,-0.006302,33.737718,0.585938,1.000000,0.000000,0.000063,2.666930,2.717108,2.616752,0.500000,4.536791,0.032537,0.338662,1.236952,0.058873,2.197099,1.116244,9.544639,0.000050,,
91,2625.420698,0.006457,-0.007302,33.737718,0.500000,1.000000,0.000000,0.000069,2.652294,2.686881,2.617707,0.500000,4.506118,0.039004,0.334898,1.243395,0.072186,2.189820,1.113962,9.532377,0.000051,,
92,2635.222994,0.009857,-0.002759,33.737718,0.562500,1.000000,0.000000,0.000069,2.666002,2.667814,2.664190,0.500000,4.494723,0.033764,0.336662,1.242507,0.059103,2.187861,1.122736,9.504319,0.000058,,
93,2507.890504,0.012820,0.000291,33.737718,0.617188,1.000000,0.000000,0.000081,2.591903,2.609889,2.573916,0.500000,4.444327,0.032529,0.323603,1.237645,0.056798,2.186707,1.128170,9.435819,0.000057,,
94,2606.682066,0.012503,-0.007156,33.737718,0.468750,1.000000,0.000000,0.000057,2.645051,2.651664,2.638437,0.500000,4.477858,0.032245,0.332143,1.237348,0.058193,2.187086,1.116405,9.467975,0.000052,,
95,2622.802671,0.005758,-0.013836,33.737718,0.562500,1.000000,0.000000,0.000058,2.655318,2.678563,2.632074,0.500000,4.509531,0.032303,0.332569,1.237760,0.057244,2.186297,1.110440,9.492517,0.000057,,
96,2659.079570,0.015400,0.000480,33.737718,0.531250,1.000000,0.000000,0.000049,2.681671,2.737407,2.625935,0.500000,4.546037,0.033662,0.338649,1.239677,0.058134,2.186779,1.115554,9.544656,0.000055,,
97,2668.398725,0.027265,-0.000241,33.737718,0.531250,1.000000,0.000000,0.000068,2.675197,2.683634,2.666760,0.500000,4.515637,0.032739,0.338274,1.246037,0.057306,2.186920,1.121020,9.524626,0.000051,,
98,2601.156757,0.026121,0.003231,33.737718,0.500000,1.000000,0.000000,0.000053,2.643097,2.646294,2.639901,0.500000,4.483207,0.031950,0.350547,1.242737,0.058840,2.187401,1.118290,9.500196,0.000052,,
99,2580.077549,0.016687,-0.004034,33.737718,0.554688,1.000000,0.000000,0.000083,2.623835,2.637406,2.610264,0.500000,4.465781,0.032288,0.325945,1.241213,0.057659,2.185437,1.104851,9.439833,0.000052,,
100,2602.502130,0.007540,-0.000830,33.737718,0.570312,1.000000,0.000000,0.000068,2.644136,2.685859,2.602414,0.500000,4.536662,0.032482,0.330276,1.239109,0.057911,2.185556,1.106125,9.514305,0.000053,21.494513,
101,2741.507864,0.017777,0.002662,33.737718,0.429688,1.000000,0.000000,0.000063,2.654485,2.666405,2.642565,0.500000,3.982641,0.032229,0.340691,1.236802,0.061956,2.197670,1.118112,8.997421,0.000054,,
102,2619.881135,0.028343,-0.003421,33.737718,0.484375,1.000000,0.000000,0.000039,2.686796,2.738650,2.634941,0.500000,4.653300,0.032157,0.349299,1.239920,0.057738,2.199772,1.122262,9.680783,0.000057,,
103,2560.180640,0.034187,-0.000646,33.737718,0.507812,1.000000,0.000000,0.000045,2.588039,2.668497,2.507581,0.500000,4.582035,0.031823,0.328278,1.228657,0.058065,2.187562,1.115350,9.558505,0.000051,,
104,2574.986138,0.020459,0.001096,33.737718,0.585938,1.000000,0.000000,0.000041,2.680107,2.705332,2.654881,0.500000,4.629088,0.032629,0.342195,1.283340,0.084946,2.187291,1.113203,9.700441,0.000055,,
105,2524.274876,0.011244,-0.006164,33.737718,0.523438,1.000000,0.000000,0.000065,2.587496,2.636518,2.538474,0.500000,4.480807,0.036295,0.322082,1.223884,0.084972,2.185983,1.090251,9.468066,0.000053,,
106,2638.282747,0.008639,-0.000107,33.737718,0.578125,1.000000,0.000000,0.000039,2.650527,2.652050,2.649004,0.500000,4.532372,0.032240,0.332999,1.233770,0.057495,2.189906,1.107805,9.513006,0.000056,,
107,2600.220826,0.010991,-0.000132,33.737718,0.515625,1.000000,0.000000,0.000084,2.660630,2.661833,2.659428,0.500000,4.578983,0.032357,0.330507,1.223784,0.058505,2.184774,1.144527,9.580340,0.000052,,
108,2560.864379,0.012112,-0.004522,33.737718,0.593750,1.000000,0.000000,0.000066,2.616860,2.619050,2.614670,0.500000,4.462293,0.032101,0.326519,1.226343,0.057546,2.183543,1.105675,9.420062,0.000051,,
109,2610.548430,0.008915,-0.003276,33.737718,0.554688,1.000000,0.000000,0.000061,2.637871,2.654555,2.621186,0.500000,4.499155,0.032531,0.334997,1.226393,0.057280,2.189371,1.102960,9.469466,0.000052,,
110,2581.205880,0.007864,-0.002949,33.737718,0.500000,1.000000,0.000000,0.000045,2.639484,2.708775,2.570193,0.500000,4.541879,0.032494,0.329421,1.229145,0.058178,2.183116,1.106171,9.506797,0.000075,,
111,2551.225778,0.007833,-0.007179,33.737718,0.539062,1.000000,0.000000,0.000042,2.580056,2.721783,2.438328,0.500000,4.566872,0.031912,0.328642,1.226029,0.057341,2.213059,1.108514,9.558934,0.000051,,
112,2541.524909,0.007330,-0.012452,33.737718,0.531250,1.000000,0.000000,0.000041,2.504938,2.662552,2.347323,0.500000,4.491523,0.031935,0.325383,1.228933,0.057151,2.186126,1.095371,9.442756,0.000051,,
113,2636.590183,0.006601,-0.006796,33.737718,0.429688,1.000000,0.000000,0.000066,2.628524,2.696207,2.560841,0.500000,4.526694,0.032148,0.338069,1.231311,0.084807,2.186339,1.136277,9.562540,0.000052,,
114,2607.224480,0.007137,-0.005268,33.737718,0.484375,1.000000,0.000000,0.000037,2.640408,2.660378,2.620437,0.500000,4.509026,0.032324,0.343365,1.227373,0.083542,2.187353,1.118150,9.527948,0.000069,,
115,2495.987369,0.006037,-0.015117,33.737718,0.484375,1.000000,0.000000,0.000066,2.596969,2.627575,2.566363,0.500000,4.536774,0.032093,0.323981,1.230398,0.057567,2.185458,1.100352,9.493437,0.000056,,
116,2537.697645,0.006513,-0.008838,33.737718,0.585938,1.000000,0.000000,0.000081,2.605408,2.633195,2.577621,0.500000,4.469666,0.031781,0.324435,1.225007,0.058261,2.183310,1.091248,9.410104,0.000063,20.218712,3.112553
